age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign_above_2,pdays,previous,poutcome,subscribed_deposit,e,wt,v,TE
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,0,-1,0,unknown,1,0.2539730366828998,1.3404341252675986,1.3404341252675986,0
45,unknown,divorced,unknown,no,0,no,no,cellular,21,apr,278,1,-1,0,unknown,1,0.1948560755094707,5.131992920340821,5.131992920340821,0
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,1,-1,0,unknown,1,0.2076759282403861,4.815194560452351,4.815194560452351,0
39,admin.,married,tertiary,no,1108,no,no,cellular,21,apr,204,0,-1,0,unknown,1,0.19285892130755805,1.2389407829669468,1.2389407829669468,0
45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,0,-1,0,unknown,1,0.21967707025169736,1.2815207164584481,1.2815207164584481,0
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,0,-1,0,unknown,1,0.2306643848810996,1.2998228345966416,1.2998228345966416,0
36,student,single,secondary,no,17,no,no,cellular,22,apr,621,0,-1,0,unknown,1,0.16977952145372363,1.2044993177607581,1.2044993177607581,0
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,0,-1,0,unknown,1,0.1728191765821224,1.2089255114353843,1.2089255114353843,0
38,technician,married,secondary,no,0,yes,no,cellular,22,apr,315,0,-1,0,unknown,1,0.2740285906492644,1.3774647143395615,1.3774647143395615,0
33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,0,183,4,failure,1,0.18164116999708077,1.2219578543515353,1.2219578543515353,0
30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,0,-1,0,unknown,1,0.2141006736085739,1.27242760798848,1.27242760798848,0
65,retired,married,primary,no,276,no,no,cellular,22,apr,229,0,-1,0,unknown,1,0.18085533407580429,1.2207855847681743,1.2207855847681743,0
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,0,-1,0,unknown,1,0.15522512316200732,1.1837473241901058,1.1837473241901058,0
65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,0,-1,0,unknown,1,0.21817355687679507,1.2790562519288107,1.2790562519288107,0
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,0,278,2,failure,1,0.16754879222386893,1.201271606862666,1.201271606862666,0
40,management,married,primary,no,395,yes,no,cellular,22,apr,232,1,-1,0,unknown,1,0.28590977114260646,3.4976069408317585,3.4976069408317585,0
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,0,343,2,other,1,0.17737559341270712,1.2156216032400018,1.2156216032400018,0
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,0,-1,0,unknown,1,0.1800617272414984,1.2196040034034763,1.2196040034034763,0
37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,1,-1,0,unknown,1,0.2803792639544008,3.5665975646566856,3.5665975646566856,0
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,0,-1,0,unknown,1,0.19661204302831434,1.2447286411529364,1.2447286411529364,0
45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,0,-1,0,unknown,1,0.22916002264967322,1.2972861156441111,1.2972861156441111,0
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,1,-1,0,unknown,1,0.24248524841556984,4.12396220608936,4.12396220608936,0
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,1,-1,0,unknown,1,0.17456433782875003,5.728546921084268,5.728546921084268,0
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,1,153,7,failure,1,0.28967133140081647,3.452188365221086,3.452188365221086,0
59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,172,0,-1,0,unknown,1,0.1893060072407277,1.233511052174455,1.233511052174455,0
76,management,married,unknown,no,1780,yes,no,telephone,23,apr,413,1,-1,0,unknown,1,0.33545770109926076,2.9810017678029204,2.9810017678029204,0
25,blue-collar,single,secondary,no,0,no,no,cellular,23,apr,163,0,-1,0,unknown,1,0.1705378772701892,1.2056005604076756,1.2056005604076756,0
27,services,single,secondary,no,955,no,no,cellular,23,apr,206,0,-1,0,unknown,1,0.1764568841093882,1.2142655080281508,1.2142655080281508,0
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,1,-1,0,unknown,1,0.1998417371319171,5.0039597050734805,5.0039597050734805,0
24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,1,-1,0,unknown,1,0.18231016506014722,5.485157668910469,5.485157668910469,0
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,1,-1,0,unknown,1,0.168161799208147,5.946653786465628,5.946653786465628,0
51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,0,-1,0,unknown,1,0.21916041594809363,1.2806727789219314,1.2806727789219314,0
66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,0,-1,0,unknown,1,0.18247525352310034,1.2232045626869064,1.2232045626869064,0
28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,1,-1,0,unknown,1,0.1955982418046725,5.112520392686433,5.112520392686433,0
30,management,single,tertiary,no,398,no,no,cellular,24,apr,235,0,-1,0,unknown,1,0.20658480224183703,1.2603741431038296,1.2603741431038296,0
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,0,-1,0,unknown,1,0.20444540814820603,1.2569847628838684,1.2569847628838684,0
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,0,4,1,failure,1,0.1818324583552876,1.2222435492732464,1.2222435492732464,0
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,1,261,2,failure,1,0.16646528953177686,6.007258346846585,6.007258346846585,0
71,technician,married,tertiary,no,383,no,no,cellular,27,apr,388,1,-1,0,unknown,1,0.22014690754417204,4.542421291106948,4.542421291106948,0
37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,0,-1,0,unknown,1,0.2519637179204889,1.3368335520037073,1.3368335520037073,0
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,0,-1,0,unknown,1,0.21974650966027404,1.2816347666251326,1.2816347666251326,0
65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,0,-1,0,unknown,1,0.199131300187054,1.2486441288485415,1.2486441288485415,0
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,0,-1,0,unknown,1,0.200915131655549,1.251431530760689,1.251431530760689,0
51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,1,-1,0,unknown,1,0.1857572623950121,5.383369603464029,5.383369603464029,0
35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,1,349,1,other,1,0.22973796897955057,4.352785063965687,4.352785063965687,0
34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,636,0,-1,0,unknown,1,0.26280329357319465,1.3564900538514382,1.3564900538514382,0
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,0,334,2,failure,1,0.21634442176816054,1.2760707991848894,1.2760707991848894,0
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,0,-1,0,unknown,1,0.23623036553062396,1.3092953095664028,1.3092953095664028,0
39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,0,-1,0,unknown,1,0.2600006023520112,1.351352451337658,1.351352451337658,0
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,0,-1,0,unknown,1,0.26403536777102143,1.3587609461223034,1.3587609461223034,0
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,0,-1,0,unknown,1,0.1984892780325404,1.2476439461038162,1.2476439461038162,0
52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,244,0,-1,0,unknown,1,0.22103593855614442,1.2837562725890606,1.2837562725890606,0
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,0,-1,0,unknown,1,0.22155535003149934,1.2846128495333153,1.2846128495333153,0
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,0,176,1,success,1,0.1616101801232792,1.1927625745110346,1.1927625745110346,0
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,0,87,5,failure,1,0.29284061377318593,1.4141083601190585,1.4141083601190585,0
52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,0,269,1,failure,1,0.18993621194334448,1.2344706858196957,1.2344706858196957,0
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,0,-1,0,unknown,1,0.3123963652865347,1.4543262273718418,1.4543262273718418,0
29,student,single,secondary,no,78,no,no,cellular,30,apr,239,0,-1,0,unknown,1,0.2076341724971027,1.262043320509482,1.262043320509482,0
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,0,86,1,success,1,0.11414886286402662,1.1288578386127932,1.1288578386127932,0
58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,224,0,-1,0,unknown,1,0.2046287825444239,1.25727456318955,1.25727456318955,0
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,0,-1,0,unknown,1,0.29311265883086407,1.4146525786500561,1.4146525786500561,0
59,retired,divorced,secondary,no,5583,yes,no,cellular,30,apr,720,0,-1,0,unknown,1,0.21972330472085405,1.281596651611192,1.281596651611192,0
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,0,169,1,success,1,0.14469645270618775,1.1691755554668382,1.1691755554668382,0
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,0,87,1,success,1,0.13671620559274292,1.1583676265886749,1.1583676265886749,0
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,0,-1,0,unknown,1,0.22048393891662882,1.2828472047262252,1.2828472047262252,0
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,0,83,6,success,1,0.16886148369831672,1.203168882666754,1.203168882666754,0
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,0,-1,0,unknown,1,0.24650130332045492,1.3271423088144894,1.3271423088144894,0
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,0,85,1,success,1,0.13794003921220976,1.1600121168905162,1.1600121168905162,0
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,0,-1,0,unknown,1,0.2407359512106304,1.3170648624737056,1.3170648624737056,0
37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,0,-1,0,unknown,1,0.2790932079765839,1.387141876126919,1.387141876126919,0
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,0,-1,0,unknown,1,0.27217477052494726,1.3739562184746668,1.3739562184746668,0
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,0,87,1,other,1,0.22655564569896325,1.2929178349277655,1.2929178349277655,0
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,0,87,1,success,1,0.134145984251213,1.154929100993086,1.154929100993086,0
44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,0,-1,0,unknown,1,0.25520896198750465,1.3426584759512412,1.3426584759512412,0
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,0,79,1,success,1,0.12423803376764087,1.1418627875587346,1.1418627875587346,0
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,383,0,-1,0,unknown,1,0.35227393020756714,1.5438625163264699,1.5438625163264699,0
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,0,-1,0,unknown,1,0.2758769406031194,1.3809807421861366,1.3809807421861366,0
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,0,87,2,other,1,0.19269917820768154,1.2386956299386183,1.2386956299386183,0
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,0,79,1,success,1,0.1655276948043701,1.1983621191185783,1.1983621191185783,0
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,0,85,2,failure,1,0.2299634659618015,1.298639682400308,1.298639682400308,0
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,0,160,2,other,1,0.25920922844080213,1.3499088249914681,1.3499088249914681,0
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,0,-1,0,unknown,1,0.2281220446561584,1.2955415983535103,1.2955415983535103,0
29,student,single,secondary,no,314,no,no,cellular,30,apr,465,0,-1,0,unknown,1,0.20847720134004397,1.2633874876289033,1.2633874876289033,0
47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,0,86,2,failure,1,0.2006333791606243,1.250990439092827,1.250990439092827,0
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,0,-1,0,unknown,1,0.242646249521602,1.3203869385585394,1.3203869385585394,0
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,0,-1,0,unknown,1,0.2120893301385015,1.2691794111327155,1.2691794111327155,0
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,0,6,2,success,1,0.14787136393959224,1.173531738850177,1.173531738850177,0
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,0,259,2,other,1,0.24977020704253522,1.3329249376486654,1.3329249376486654,0
34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,0,-1,0,unknown,1,0.2428016674119046,1.3206579530913798,1.3206579530913798,0
59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,0,-1,0,unknown,1,0.2012598053388203,1.2519715505542992,1.2519715505542992,0
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,0,9,3,success,1,0.17693314524417972,1.214968133173909,1.214968133173909,0
33,technician,married,tertiary,no,4401,no,no,cellular,30,apr,439,0,-1,0,unknown,1,0.28801558248102715,1.4045251207669192,1.4045251207669192,0
35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,0,13,1,failure,1,0.2518968276578471,1.3367140215021562,1.3367140215021562,0
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,0,-1,0,unknown,1,0.272440782569796,1.3744585678291288,1.3744585678291288,0
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,0,87,2,failure,1,0.1538635264264798,1.1818424464988044,1.1818424464988044,0
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,0,-1,0,unknown,1,0.23136921788767584,1.301014769733571,1.301014769733571,0
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,0,161,1,failure,1,0.18764378673491855,1.2309870764460913,1.2309870764460913,0
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,0,350,2,failure,1,0.24058830304450815,1.3168087929235686,1.3168087929235686,0
33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,0,87,3,failure,1,0.24408850005074945,1.322906186858034,1.322906186858034,0
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,1,84,3,success,1,0.1669720438339828,5.989026528262908,5.989026528262908,0
53,services,married,secondary,no,341,no,no,cellular,30,apr,423,0,-1,0,unknown,1,0.21740249256860192,1.277796045226555,1.277796045226555,0
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,0,-1,0,unknown,1,0.23074879977706755,1.2999654725403034,1.2999654725403034,0
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,0,80,1,success,1,0.11584489452994194,1.131023271610645,1.131023271610645,0
30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,1,-1,0,unknown,1,0.2703950258799209,3.6982928837015203,3.6982928837015203,0
24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,0,-1,0,unknown,1,0.20230433393516836,1.2536109227384549,1.2536109227384549,0
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,0,-1,0,unknown,1,0.23535787997416793,1.3078013541370397,1.3078013541370397,0
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,0,-1,0,unknown,1,0.21068902849747206,1.2669277839840558,1.2669277839840558,0
35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,0,-1,0,unknown,1,0.3228103903505582,1.4766912925874132,1.4766912925874132,0
28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,0,-1,0,unknown,1,0.24034006754099455,1.3163784968400507,1.3163784968400507,0
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,0,80,1,success,1,0.11270193076631829,1.127016990878447,1.127016990878447,0
32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,0,-1,0,unknown,1,0.28166012466658125,1.3920986907984862,1.3920986907984862,0
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,0,-1,0,unknown,1,0.3598186862572144,1.5620574648665606,1.5620574648665606,0
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,0,86,1,success,1,0.1636510403526559,1.1956731558818,1.1956731558818,0
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,0,-1,0,unknown,1,0.21450352277256804,1.2730801843054744,1.2730801843054744,0
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,0,13,5,success,1,0.18043055680249306,1.2201528598950113,1.2201528598950113,0
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,0,-1,0,unknown,1,0.23312575004593564,1.303994755411203,1.303994755411203,0
31,services,single,secondary,no,181,no,no,cellular,30,apr,325,0,-1,0,unknown,1,0.1997278514625332,1.2495749125188784,1.2495749125188784,0
24,student,single,primary,no,474,no,no,cellular,30,apr,551,0,-1,0,unknown,1,0.23565698164148652,1.3083131211789942,1.3083131211789942,0
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,0,-1,0,unknown,1,0.24075711974389366,1.3171015837022824,1.3171015837022824,0
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,1,87,1,success,1,0.1225532984857588,8.159715098294186,8.159715098294186,0
33,student,single,unknown,no,1170,no,no,cellular,30,apr,352,0,-1,0,unknown,1,0.20603406078308692,1.25949987349117,1.25949987349117,0
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,0,-1,0,unknown,1,0.247562656069478,1.3290143133729648,1.3290143133729648,0
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,0,-1,0,unknown,1,0.2320316719869483,1.302137032899884,1.302137032899884,0
50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,0,-1,0,unknown,1,0.25733189567579995,1.3464964957798509,1.3464964957798509,0
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,0,84,8,success,1,0.20115813027642718,1.2518122020144424,1.2518122020144424,0
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,0,86,5,success,1,0.20697710712654613,1.2609976445655704,1.2609976445655704,0
47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,376,0,-1,0,unknown,1,0.2670861066600718,1.364416760395885,1.364416760395885,0
31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,0,-1,0,unknown,1,0.24159589124740274,1.3185582573448518,1.3185582573448518,0
36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,0,-1,0,unknown,1,0.3154290236330662,1.4607689115116596,1.4607689115116596,0
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,0,-1,0,unknown,1,0.2477194639268331,1.3292913375373305,1.3292913375373305,0
25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,0,-1,0,unknown,1,0.21395104117276567,1.2721853884164867,1.2721853884164867,0
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,0,87,1,failure,1,0.20438429687007803,1.2568882138274018,1.2568882138274018,0
49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,0,-1,0,unknown,1,0.19744403492738694,1.2460190236197706,1.2460190236197706,0
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,0,164,1,failure,1,0.2080180706369888,1.2626550719462717,1.2626550719462717,0
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,0,-1,0,unknown,1,0.22552642430839764,1.2911996372594163,1.2911996372594163,0
30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,0,-1,0,unknown,1,0.29321391414178427,1.4148552440527304,1.4148552440527304,0
31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,0,-1,0,unknown,1,0.23140875791077803,1.301081700178825,1.301081700178825,0
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,0,-1,0,unknown,1,0.20807228645471817,1.2627415140243363,1.2627415140243363,0
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,0,-1,0,unknown,1,0.20040095003490957,1.2506267985731834,1.2506267985731834,0
26,technician,single,secondary,no,507,no,no,cellular,30,apr,380,0,-1,0,unknown,1,0.24349920465942018,1.3218756756888748,1.3218756756888748,0
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,0,-1,0,unknown,1,0.18936532639461442,1.2336013158089965,1.2336013158089965,0
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,0,-1,0,unknown,1,0.2351390033511723,1.3074271068617873,1.3074271068617873,0
39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,1,22,3,other,1,0.277526567359616,3.603258633989482,3.603258633989482,0
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,0,-1,0,unknown,1,0.18817900533051996,1.2317986435016182,1.2317986435016182,0
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,0,80,2,success,1,0.11610101484486114,1.1313509991466768,1.1313509991466768,0
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,0,164,4,other,1,0.2946905960360017,1.417817477520892,1.417817477520892,0
61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,427,1,-1,0,unknown,1,0.18799354864182227,5.319331472939351,5.319331472939351,0
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,0,-1,0,unknown,1,0.17286883200464312,1.208998087236405,1.208998087236405,0
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,1,84,3,success,1,0.26933886661370404,3.712795010139542,3.712795010139542,0
33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,0,-1,0,unknown,1,0.28875009128858264,1.4059755758868437,1.4059755758868437,0
36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,0,-1,0,unknown,1,0.18755753920787435,1.2308563969256445,1.2308563969256445,0
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,0,9,2,success,1,0.14669619974380183,1.1719155589132,1.1719155589132,0
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,0,-1,0,unknown,1,0.2152473260005387,1.2742868334599475,1.2742868334599475,0
29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,0,-1,0,unknown,1,0.2558618579421585,1.3438365049190968,1.3438365049190968,0
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,0,-1,0,unknown,1,0.39962153739983397,1.6656160443682835,1.6656160443682835,0
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,0,296,1,other,1,0.21874023300919795,1.2799839979623233,1.2799839979623233,0
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,0,85,2,success,1,0.12190051444417517,1.1388231247704397,1.1388231247704397,0
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,0,-1,0,unknown,1,0.15662725421183113,1.1857153376060974,1.1857153376060974,0
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,0,-1,0,unknown,1,0.16239593732495122,1.1938815062647963,1.1938815062647963,0
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,0,87,3,failure,1,0.13920938004351552,1.161722696339968,1.161722696339968,0
33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,0,91,1,failure,1,0.12421388623954348,1.1418313036572285,1.1418313036572285,0
33,technician,married,secondary,no,133,no,no,cellular,4,may,218,0,-1,0,unknown,1,0.21248085841944137,1.2698104048531318,1.2698104048531318,0
45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,0,-1,0,unknown,1,0.18433226935772268,1.2259894101886009,1.2259894101886009,0
25,student,single,tertiary,no,253,no,no,cellular,4,may,597,0,-1,0,unknown,1,0.15742326914327523,1.1868355288938595,1.1868355288938595,0
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,0,83,3,success,1,0.10469408593304642,1.1169366629753068,1.1169366629753068,0
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,1,90,1,success,1,0.13132066590004668,7.614947678997754,7.614947678997754,0
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,0,76,1,success,1,0.1129480018741022,1.127329629055265,1.127329629055265,0
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,1,175,1,success,1,0.17871085706151135,5.595630933915812,5.595630933915812,0
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,1,-1,0,unknown,1,0.15151868258189244,6.599846190317306,6.599846190317306,0
33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,0,66,1,success,1,0.11654582782903201,1.1319206264458932,1.1319206264458932,0
36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,1,-1,0,unknown,1,0.17178074783957528,5.8213741212367545,5.8213741212367545,0
60,technician,married,secondary,no,316,no,no,cellular,4,may,545,0,263,4,failure,1,0.15903157601103576,1.1891052879925046,1.1891052879925046,0
33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,1,-1,0,unknown,1,0.24537056748165922,4.075468424201885,4.075468424201885,0
33,technician,married,secondary,no,557,no,no,cellular,4,may,367,0,-1,0,unknown,1,0.21295566237810673,1.2705764493796707,1.2705764493796707,0
33,services,single,secondary,no,489,yes,no,cellular,4,may,297,1,334,1,other,1,0.14424189942914284,6.932798333616221,6.932798333616221,0
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,1,83,3,success,1,0.09510454089668532,10.514745043418353,10.514745043418353,0
36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,1,333,2,success,1,0.15088242784199865,6.6276770217879974,6.6276770217879974,0
45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,1,-1,0,unknown,1,0.19704087278179638,5.075089172526163,5.075089172526163,0
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,1,17,5,failure,1,0.23026001653949504,4.342916390907478,4.342916390907478,0
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,1,-1,0,unknown,1,0.2211548028690707,4.52171956940056,4.52171956940056,0
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,1,89,1,success,1,0.11672413019540115,8.56720883956006,8.56720883956006,0
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,0,-1,0,unknown,1,0.24655814742737722,1.3272424362749506,1.3272424362749506,0
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,1,-1,0,unknown,1,0.18869909892484024,5.299442369877478,5.299442369877478,0
44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,1,-1,0,unknown,1,0.21455957079512744,4.660710292690004,4.660710292690004,0
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,1,167,6,failure,1,0.1884332613365504,5.306918709080529,5.306918709080529,0
45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,1,-1,0,unknown,1,0.20378947370042796,4.907024792997932,4.907024792997932,0
32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,1,-1,0,unknown,1,0.13615814448409588,7.344400908142562,7.344400908142562,0
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,1,263,2,failure,1,0.14681606892838786,6.8112435328027185,6.8112435328027185,0
30,management,single,tertiary,no,533,no,no,cellular,4,may,365,1,-1,0,unknown,1,0.17046666948975536,5.866249413995254,5.866249413995254,0
63,management,married,unknown,no,2352,no,no,telephone,4,may,475,1,-1,0,unknown,1,0.27274097145209075,3.666482504172126,3.666482504172126,0
56,retired,married,primary,no,9367,no,no,cellular,4,may,617,0,-1,0,unknown,1,0.16258614540323046,1.194152681509573,1.194152681509573,0
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,1,-1,0,unknown,1,0.20990145457804119,4.764140401076643,4.764140401076643,0
37,student,single,unknown,no,444,no,no,cellular,4,may,1063,1,-1,0,unknown,1,0.1476456307740093,6.772973875065962,6.772973875065962,0
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,1,-1,0,unknown,1,0.1686950310053659,5.927856879010217,5.927856879010217,0
